里程,左轨平面偏差量,右轨平面偏差量,左轨高程偏差量,右轨高程偏差量,左轨平面调整量,右轨平面调整量,左轨高程调整量,右轨高程调整量
385678.97,-0.70,-1.40,14.20,14.30,-1.00,-0.50,0.50,0.50
385679.59,-0.90,-1.40,14.10,14.20,-1.00,-1.00,0.50,0.50
385680.22,-0.80,-1.20,14.20,14.30,-1.00,-1.00,0.50,0.50
385680.97,-0.60,-1.00,14.30,14.40,-1.00,-1.00,0.00,0.00
385681.59,-0.50,-1.00,14.20,14.30,-1.00,-1.00,0.00,0.00
385682.22,-0.60,-1.00,14.00,14.20,-1.00,-1.00,0.50,0.50
385682.84,-0.80,-1.20,13.90,14.10,-1.00,-1.00,0.00,0.00
385683.47,-0.90,-1.40,13.70,13.80,-1.00,-1.00,0.50,0.50
385684.22,-0.90,-1.30,13.40,13.50,-1.00,-1.00,1.00,1.00
385684.84,-1.00,-1.50,13.20,13.20,-0.50,-0.50,1.00,1.00
385685.47,-1.00,-1.50,13.10,13.20,-0.50,-0.50,1.00,1.00
385686.09,-0.80,-1.40,13.10,13.20,-1.00,-0.50,1.00,1.00
385686.84,-0.80,-1.50,13.30,13.40,-1.00,-0.50,0.50,0.50
385687.47,-0.70,-1.20,13.40,13.50,-1.00,-0.50,0.50,0.50
385688.09,-0.70,-1.40,13.40,13.50,-1.00,-0.50,0.00,0.00
385688.72,-0.90,-1.50,13.30,13.50,-1.00,-0.50,0.00,0.00
385689.34,-0.90,-1.50,13.30,13.50,-1.00,-0.50,0.50,0.50
385690.09,-0.90,-1.70,13.20,13.50,-0.50,0.00,0.50,0.00
385690.72,-0.90,-1.50,13.20,13.50,-0.50,0.00,0.00,-0.50
385691.34,-0.90,-1.50,13.20,13.40,-0.50,0.00,0.00,0.00
385691.97,-0.90,-1.70,13.30,13.40,-0.50,0.00,0.00,0.00
385692.59,-1.10,-1.90,13.40,13.60,-0.50,0.00,0.00,0.00
385693.34,-1.40,-1.90,13.50,13.70,0.00,0.00,-0.50,-0.50
385693.97,-1.40,-1.80,13.60,13.60,0.00,0.00,-0.50,-0.50
385694.59,-1.30,-1.90,13.60,13.70,-0.50,0.00,-0.50,-0.50
385695.22,-1.30,-2.00,13.60,13.80,-0.50,0.00,-1.00,-1.00
385695.84,-1.40,-2.10,13.50,13.80,0.00,0.50,-0.50,-1.00
385696.47,-1.50,-2.00,13.40,13.80,0.00,0.00,-0.50,-1.00
385697.22,-1.40,-1.90,13.40,13.80,0.00,0.00,-0.50,-1.00
385697.84,-1.30,-2.00,13.50,13.80,0.00,0.50,-0.50,-1.00
385698.47,-1.20,-2.00,13.50,13.80,-0.50,0.00,-1.00,-1.50
385699.09,-1.40,-2.20,13.50,14.00,0.00,0.50,-1.00,-1.50
385699.72,-1.50,-2.00,13.50,14.00,0.00,0.00,-1.00,-1.50
385700.47,-1.50,-1.80,13.30,13.80,0.00,0.00,-1.00,-1.50
385701.09,-1.60,-2.10,13.40,13.80,0.00,0.50,-1.00,-1.50
385701.72,-1.50,-2.00,13.60,13.80,0.00,0.00,-1.00,-1.00
385702.34,-1.40,-2.10,13.70,13.90,0.00,0.50,-1.50,-1.50
385702.97,-1.40,-2.10,13.80,14.00,0.00,0.50,-1.50,-1.50
385703.72,-1.30,-2.00,13.70,13.90,0.00,0.50,-1.50,-1.50
385704.34,-1.30,-2.00,13.50,13.70,0.00,0.50,-1.50,-1.50
385704.97,-1.40,-1.80,13.40,13.60,0.00,0.00,-1.50,-1.50
385705.59,-1.60,-2.00,13.30,13.60,0.50,0.50,-1.00,-1.50
385706.22,-1.70,-2.00,13.20,13.70,0.50,0.50,-1.00,-1.50
385706.97,-1.80,-2.00,13.10,13.60,0.50,0.50,-1.00,-1.50
385707.59,-1.70,-2.00,13.10,13.40,0.50,0.50,-1.00,-1.50
385708.22,-1.40,-1.90,13.20,13.20,0.00,0.00,-1.00,-1.00
385708.84,-1.30,-2.00,13.00,13.00,0.00,0.50,-1.00,-1.00
385709.47,-1.40,-2.00,12.70,12.70,0.00,0.50,-1.00,-1.00
385710.22,-1.50,-2.10,12.50,12.60,0.00,0.50,-0.50,-0.50
385710.84,-1.40,-2.00,12.50,12.70,0.00,0.50,-1.00,-1.00
385711.47,-1.50,-2.00,12.50,12.70,0.00,0.50,-0.50,-0.50
385712.09,-1.40,-2.00,12.50,12.60,0.00,0.50,-1.00,-1.00
385712.72,-1.30,-1.90,12.50,12.50,0.00,0.50,-0.50,-0.50
385713.47,-1.30,-1.80,12.50,12.60,0.00,0.00,-0.50,-0.50
385714.09,-1.30,-1.70,12.40,12.50,0.00,0.00,-1.00,-1.00
385714.72,-1.20,-1.60,12.10,12.40,0.00,0.00,-0.50,-1.00
385715.34,-1.20,-1.70,12.00,12.20,0.00,0.00,-0.50,-0.50
385716.09,-1.20,-1.70,11.90,12.10,0.00,0.00,-0.50,-0.50
385716.72,-1.20,-1.70,11.90,12.00,0.00,0.00,0.00,0.00
385717.34,-1.30,-1.90,11.90,12.10,0.00,0.50,-0.50,-0.50
385717.97,-1.20,-1.90,12.00,12.10,0.00,0.50,-0.50,-0.50
385718.59,-1.10,-1.90,12.00,12.10,0.00,0.50,-0.50,-0.50
385719.34,-1.00,-1.70,12.00,12.30,-0.50,0.00,-0.50,-1.00
385719.97,-1.10,-1.80,12.10,12.40,0.00,0.50,-0.50,-1.00
385720.59,-1.40,-1.80,12.10,12.50,0.00,0.00,-0.50,-1.00
385721.22,-1.30,-1.70,12.10,12.40,0.00,0.00,-0.50,-1.00
385721.84,-1.20,-1.60,12.20,12.40,0.00,0.00,-0.50,-0.50
385722.47,-1.30,-1.50,12.20,12.50,0.00,0.00,-0.50,-1.00
385723.22,-1.50,-1.80,12.30,12.60,0.00,0.00,-1.00,-1.50
385723.84,-1.60,-2.00,12.40,12.80,0.50,0.50,-1.00,-1.50
385724.47,-1.70,-2.00,12.50,12.80,0.50,0.50,-1.00,-1.50
385725.09,-1.70,-2.00,12.60,12.90,0.50,0.50,-1.00,-1.50
385725.84,-1.60,-2.00,12.60,12.80,0.50,0.50,-1.50,-1.50
385726.47,-1.60,-2.00,12.70,12.80,0.50,0.50,-1.50,-1.50
385727.09,-1.60,-2.00,12.80,12.90,0.50,0.50,-1.50,-1.50
385727.72,-1.60,-1.90,12.80,13.10,0.50,0.50,-1.00,-1.50
385728.34,-1.70,-2.10,12.80,13.20,0.50,0.50,-1.50,-2.00
385728.97,-1.70,-2.20,12.80,13.30,0.50,1.00,-1.50,-2.00
385729.72,-1.50,-2.10,12.90,13.20,0.00,0.50,-1.50,-2.00
385730.34,-1.40,-2.10,13.00,13.20,0.00,0.50,-2.00,-2.00
385730.97,-1.50,-2.00,13.10,13.20,0.00,0.50,-2.00,-2.00
385731.59,-1.80,-2.10,13.10,13.20,0.50,0.50,-2.00,-2.00
385732.22,-1.80,-2.10,13.10,13.30,0.50,0.50,-1.50,-1.50
385732.97,-1.70,-2.10,13.00,13.20,0.50,0.50,-1.50,-1.50
385733.59,-1.70,-2.10,13.00,13.20,0.50,0.50,-2.00,-2.00
385734.22,-1.50,-2.00,13.00,13.10,0.50,0.50,-2.00,-2.00
385734.84,-1.50,-2.00,12.90,13.20,0.50,0.50,-1.50,-2.00
385735.47,-1.70,-2.30,12.90,13.20,0.50,1.00,-1.50,-2.00
385736.22,-1.60,-2.20,13.00,13.30,0.00,0.50,-1.50,-2.00
385736.84,-1.60,-2.30,13.10,13.30,0.50,1.00,-2.00,-2.00
385737.47,-1.70,-2.40,13.00,13.30,0.50,1.00,-1.50,-2.00
385738.09,-1.70,-2.40,12.80,13.10,0.50,1.00,-1.50,-2.00
385738.72,-1.60,-2.20,12.70,13.00,0.00,0.50,-1.50,-2.00
385739.47,-1.60,-2.10,12.50,12.90,0.50,0.50,-1.00,-1.50
385740.09,-1.50,-2.10,12.40,12.80,0.50,1.00,-1.00,-1.50
385740.72,-1.40,-1.90,12.30,12.70,0.00,0.50,-1.00,-1.50
385741.34,-1.40,-1.90,12.30,12.70,0.00,0.50,-1.00,-1.50
385741.97,-1.50,-2.00,12.40,12.80,0.50,0.50,-1.00,-1.50
385742.72,-1.50,-2.10,12.30,12.70,0.50,1.00,-1.00,-1.50
385743.34,-1.30,-2.10,12.10,12.40,0.00,0.50,-0.50,-1.00
385743.97,-1.20,-2.00,12.10,12.20,0.00,0.50,-1.00,-1.00
385744.59,-1.20,-1.90,12.10,12.10,0.00,0.50,-1.00,-1.00
385745.34,-1.30,-2.10,12.00,12.10,0.00,0.50,-1.00,-1.00
385745.97,-1.50,-2.20,11.90,12.20,0.50,1.00,-1.00,-1.50
385746.59,-1.50,-2.00,11.90,12.30,0.50,0.50,-1.00,-1.50
385747.22,-1.40,-1.80,12.00,12.30,0.50,0.50,-0.50,-1.00
385747.84,-1.10,-1.70,11.90,12.20,0.00,0.50,-1.00,-1.50
385748.59,-0.80,-1.60,11.70,11.90,-0.50,0.00,-0.50,-0.50
385749.22,-0.80,-1.60,11.50,11.80,-0.50,0.00,0.00,-0.50
385749.84,-0.80,-1.70,11.30,11.70,0.00,0.50,0.00,-0.50
385750.47,-0.90,-1.80,11.30,11.60,-0.50,0.00,0.00,-0.50
385751.09,-1.00,-1.80,11.50,11.70,0.00,0.50,-0.50,-0.50
385751.72,-1.00,-1.70,11.70,11.70,0.00,0.50,-0.50,-0.50
385752.47,-1.00,-1.70,11.70,12.00,0.00,0.50,-0.50,-1.00
385753.22,-1.10,-1.70,11.70,12.10,0.00,0.50,-0.50,-1.00
385753.84,-1.00,-1.60,11.80,12.20,-0.50,0.00,-0.50,-1.00
385754.47,-0.90,-1.60,11.70,12.10,-0.50,0.00,-0.50,-1.00
385755.09,-1.00,-1.60,11.70,12.00,0.00,0.50,-0.50,-1.00
385755.72,-1.20,-1.70,11.80,12.00,0.00,0.50,-1.00,-1.00
385756.34,-1.30,-2.00,12.00,12.20,0.00,0.50,-1.00,-1.00
385756.96,-1.40,-2.10,12.10,12.30,0.00,0.50,-1.00,-1.00
385757.59,-1.40,-2.00,12.10,12.30,0.00,0.50,-1.00,-1.00
385758.34,-1.20,-1.70,11.90,12.20,0.00,0.50,-1.00,-1.50
385758.96,-1.10,-1.60,11.80,12.00,0.00,0.00,-1.00,-1.00
385759.59,-1.20,-1.60,11.60,11.90,0.00,0.00,-0.50,-1.00
385760.21,-1.40,-1.70,11.50,11.90,0.50,0.50,-0.50,-1.00
385760.84,-1.50,-1.80,11.50,11.90,0.50,0.50,-0.50,-1.00
385761.59,-1.40,-1.90,11.50,11.90,0.00,0.50,-0.50,-1.00
385762.21,-1.40,-1.80,11.50,11.90,0.00,0.00,-0.50,-1.00
385762.84,-1.30,-1.70,11.50,11.80,0.00,0.00,-0.50,-1.00
385763.46,-1.30,-1.60,11.50,11.70,0.00,0.00,-1.00,-1.00
385764.09,-1.30,-1.50,11.40,11.60,0.00,0.00,-1.00,-1.00
385764.84,-1.30,-1.40,11.30,11.50,0.00,0.00,-0.50,-0.50
385765.46,-1.30,-1.60,11.30,11.60,0.00,0.00,-0.50,-1.00
385766.09,-1.20,-1.70,11.20,11.60,0.00,0.50,-0.50,-1.00
385766.71,-1.10,-1.70,11.00,11.40,0.00,0.50,0.00,-0.50
385767.34,-1.10,-1.70,10.80,11.30,0.00,0.50,0.00,-0.50
385768.09,-1.20,-1.80,10.90,11.30,0.00,0.50,0.00,-0.50
385768.71,-1.20,-1.70,10.90,11.20,0.00,0.50,0.00,-0.50
385769.34,-1.10,-1.60,10.80,10.90,0.00,0.00,0.00,0.00
385769.96,-1.00,-1.60,10.60,10.80,-0.50,0.00,0.00,0.00
385770.59,-0.90,-1.60,10.40,10.80,-0.50,0.00,0.50,0.00
385771.33,-0.90,-1.60,10.20,10.70,-0.50,0.00,0.50,0.00
385771.96,-0.80,-1.50,10.00,10.60,-0.50,0.00,0.50,0.00
385772.58,-0.80,-1.40,10.00,10.40,-0.50,0.00,1.00,0.50
385773.21,-0.80,-1.40,10.00,10.20,-0.50,0.00,0.50,0.50
385773.83,-0.90,-1.60,10.00,10.10,-0.50,0.00,0.50,0.50
385774.58,-1.00,-1.60,9.90,9.90,-0.50,0.00,1.00,1.00
385775.21,-0.90,-1.50,9.70,9.80,-0.50,0.00,1.00,1.00
385775.83,-0.80,-1.30,9.40,9.70,-0.50,0.00,1.00,0.50
385776.46,-0.70,-1.20,9.20,9.60,-0.50,0.00,1.50,1.00
385777.08,-0.60,-1.10,9.00,9.60,-1.00,-0.50,1.50,1.00
385777.83,-0.60,-0.90,8.80,9.40,-0.50,-0.50,2.00,1.50
385778.46,-0.70,-1.10,8.60,9.10,-0.50,-0.50,2.00,1.50
385779.08,-0.70,-1.10,8.40,8.80,-0.50,-0.50,2.00,1.50
385779.71,-0.80,-1.30,8.30,8.60,-0.50,0.00,2.50,2.00
385780.46,-0.70,-1.20,8.20,8.50,-0.50,0.00,2.50,2.00
385781.08,-0.60,-1.20,8.10,8.50,-0.50,0.00,2.50,2.00
385781.71,-0.60,-1.00,8.10,8.50,-0.50,-0.50,2.50,2.00
385782.33,-0.60,-1.00,8.00,8.50,-0.50,-0.50,2.50,2.00
385782.96,-0.50,-1.00,7.80,8.30,-0.50,-0.50,2.50,2.00
385783.58,-0.50,-1.00,7.50,8.00,-0.50,-0.50,3.00,2.50
385784.33,-0.40,-1.10,7.30,7.70,-1.00,-0.50,3.00,2.50
385784.96,-0.50,-1.10,7.30,7.80,-0.50,0.00,3.00,2.50
385785.58,-0.50,-1.30,7.40,7.90,-0.50,0.00,3.00,2.50
385786.21,-0.50,-1.20,7.50,8.10,-0.50,0.00,3.00,2.50
385786.83,-0.60,-1.40,7.70,8.30,-0.50,0.00,2.50,2.00
385787.58,-0.70,-1.50,7.80,8.40,-0.50,0.00,2.50,2.00
385788.20,-0.70,-1.20,7.70,8.20,-0.50,0.00,2.50,2.00
385788.83,-0.80,-1.30,7.60,8.10,-0.50,0.00,3.00,2.50
385789.45,-0.90,-1.30,7.60,8.10,-0.50,-0.50,3.00,2.50
385790.08,-0.80,-1.40,7.70,8.10,-0.50,0.00,2.50,2.00
385790.83,-0.80,-1.30,7.70,8.10,-0.50,0.00,2.50,2.00
385791.45,-0.70,-1.20,7.80,8.10,-0.50,-0.50,2.50,2.00
385792.08,-0.80,-1.20,7.80,8.10,-0.50,-0.50,2.50,2.00
385792.70,-1.10,-1.20,7.80,8.10,-0.50,-0.50,2.50,2.00
385793.33,-1.10,-1.30,7.80,8.10,0.00,0.00,2.50,2.00
385794.08,-0.90,-1.50,7.80,8.20,-0.50,0.00,2.50,2.00
385794.70,-0.90,-1.40,7.90,8.30,-0.50,-0.50,2.50,2.00
385795.33,-0.90,-1.20,8.00,8.30,-0.50,-0.50,2.00,1.50
385795.95,-0.90,-1.30,8.00,8.30,-0.50,-0.50,2.00,1.50
385796.58,-0.90,-1.40,8.00,8.30,-0.50,-0.50,2.00,1.50
385797.33,-0.90,-1.40,8.10,8.30,-0.50,-0.50,2.00,2.00
385797.95,-0.90,-1.60,8.10,8.20,-0.50,0.00,2.00,2.00
385798.58,-0.90,-1.60,8.00,8.20,-0.50,0.00,2.00,2.00
385799.20,-1.00,-1.50,8.00,8.20,0.00,0.00,2.00,2.00
385799.83,-1.00,-1.60,7.90,8.20,-0.50,0.00,2.50,2.00
385800.58,-1.10,-1.50,7.80,8.20,0.00,0.00,2.00,1.50
385801.20,-1.10,-1.40,7.80,8.20,0.00,0.00,2.00,1.50
385801.82,-0.90,-1.30,7.80,8.30,-0.50,-0.50,2.00,1.50
385802.45,-0.60,-1.20,7.70,8.20,-1.00,-0.50,2.00,1.50
385803.07,-0.70,-1.50,7.60,8.10,-0.50,0.00,2.50,2.00
385803.70,-1.00,-1.60,7.50,8.00,-0.50,0.00,2.50,2.00
385804.45,-0.80,-1.30,7.40,8.00,-0.50,0.00,2.50,2.00
385805.07,-0.80,-1.40,7.50,8.10,-0.50,0.00,2.50,2.00
385805.70,-0.90,-1.40,7.60,8.10,-0.50,-0.50,2.00,1.50
385806.32,-0.80,-1.30,7.50,8.00,-0.50,0.00,2.00,1.50
385806.95,-0.70,-1.20,7.40,7.80,-0.50,-0.50,2.50,2.00
385807.70,-0.80,-1.30,7.20,7.50,-0.50,0.00,2.50,2.00
385808.32,-0.90,-1.20,7.00,7.40,-0.50,-0.50,2.50,2.00
385808.95,-0.90,-1.30,6.80,7.20,-0.50,-0.50,3.00,2.50
385809.57,-1.00,-1.50,6.60,7.10,0.00,0.00,3.00,2.50
385810.20,-1.00,-1.50,6.60,7.00,0.00,0.00,3.00,2.50
385810.95,-1.00,-1.40,6.70,6.90,0.00,0.00,3.00,3.00
385811.57,-1.00,-1.40,6.70,6.90,0.00,0.00,2.50,2.50
385812.20,-1.10,-1.40,6.50,6.80,0.00,0.00,3.00,2.50
385812.82,-0.90,-1.30,6.20,6.50,0.00,0.00,3.50,3.00
385813.45,-0.70,-1.20,5.90,6.20,-0.50,-0.50,3.50,3.00
385814.20,-0.80,-1.20,5.70,6.00,-0.50,-0.50,3.50,3.00
385814.82,-0.80,-1.30,5.50,5.80,-0.50,0.00,4.00,3.50
385815.45,-0.70,-1.20,5.40,5.60,-0.50,-0.50,4.00,4.00
385816.07,-0.70,-1.30,5.40,5.50,-0.50,0.00,3.50,3.50
385816.82,-0.70,-1.30,5.40,5.40,-0.50,0.00,3.50,3.50
385817.44,-0.70,-1.20,5.20,5.30,-0.50,-0.50,4.00,4.00
385818.07,-0.80,-1.40,5.10,5.30,-0.50,0.00,4.00,4.00
385818.69,-0.70,-1.30,5.00,5.30,-0.50,0.00,4.00,3.50
385819.32,-0.90,-1.20,5.00,5.40,-0.50,-0.50,4.00,3.50
385819.94,-1.00,-1.20,5.00,5.40,0.00,0.00,4.00,3.50
385820.69,-1.00,-1.20,5.10,5.50,-0.50,-0.50,4.00,3.50
385821.32,-1.00,-1.20,5.30,5.50,0.00,0.00,3.00,3.00
385821.94,-0.90,-1.20,5.50,5.60,-0.50,-0.50,3.00,3.00
385822.57,-0.90,-1.50,5.50,5.60,-0.50,0.00,3.00,3.00
385823.19,-1.00,-1.60,5.40,5.60,0.00,0.50,3.00,3.00
385823.94,-0.80,-1.40,5.20,5.50,-0.50,0.00,3.50,3.00
385824.57,-0.70,-1.20,5.10,5.50,-0.50,-0.50,3.50,3.00
385825.19,-0.90,-1.30,5.10,5.50,0.00,0.00,3.50,3.00
385825.82,-1.10,-1.40,5.20,5.60,0.00,0.00,3.50,3.00
385826.57,-1.10,-1.50,5.20,5.50,0.00,0.00,3.00,2.50
385827.19,-1.00,-1.50,5.20,5.40,0.00,0.00,3.00,3.00
385827.82,-0.90,-1.40,5.20,5.40,-0.50,-0.50,3.00,3.00
385828.44,-0.90,-1.50,5.10,5.30,-0.50,0.00,3.00,3.00
385829.07,-0.90,-1.50,4.90,5.20,-0.50,0.00,3.50,3.00
385829.82,-1.00,-1.40,4.70,5.10,0.00,0.00,3.50,3.00
385830.44,-1.00,-1.40,4.70,5.20,0.00,0.00,3.50,3.00
385831.07,-1.20,-1.60,4.70,5.30,0.00,0.00,3.00,2.50
385831.69,-1.40,-1.90,4.70,5.20,0.00,0.50,3.00,2.50
385832.31,-1.30,-1.80,4.60,5.10,0.00,0.50,3.00,2.50
385832.94,-1.10,-1.70,4.50,4.90,0.00,0.50,3.50,3.00
385833.69,-1.00,-1.70,4.20,4.50,0.00,0.50,3.50,3.00
385834.31,-1.10,-1.60,3.90,4.20,0.00,0.00,4.00,3.50
385834.94,-1.20,-1.60,3.70,4.10,0.00,0.00,4.00,3.50
385835.56,-1.50,-1.90,3.70,4.10,0.50,0.50,4.00,3.50
385836.19,-1.70,-2.00,3.70,4.20,0.50,0.50,4.00,3.50
385836.94,-1.70,-2.10,3.70,4.00,0.50,0.50,3.50,3.00
385837.56,-1.50,-2.10,3.60,3.90,0.00,0.50,3.50,3.00
385838.19,-1.30,-1.90,3.50,3.60,0.00,0.50,4.00,4.00
385838.81,-1.20,-1.70,3.20,3.30,0.00,0.50,4.00,4.00
385839.44,-1.10,-1.80,3.00,3.10,0.00,0.50,4.00,4.00
385840.19,-1.10,-1.70,2.90,3.00,0.00,0.50,4.00,4.00
385840.81,-1.10,-1.80,2.70,2.90,0.00,0.50,4.50,4.50
385841.44,-1.30,-2.10,2.50,2.90,0.00,0.50,4.50,4.00
385842.06,-1.40,-2.10,2.40,2.90,0.00,0.50,4.50,4.00
385842.81,-1.40,-2.10,2.30,2.90,0.00,0.50,4.50,4.00
385843.44,-1.10,-1.90,2.10,2.50,0.00,0.50,5.00,4.50
385844.06,-0.90,-1.70,1.90,2.20,0.00,0.50,5.00,4.50
385844.69,-0.90,-1.80,1.80,1.80,0.00,0.50,5.00,5.00
385845.31,-0.90,-1.70,1.50,1.60,0.00,0.50,5.00,5.00
385846.06,-1.00,-1.70,1.20,1.30,0.00,0.50,5.50,5.50
385846.69,-1.20,-1.80,1.10,1.30,0.00,0.50,5.00,5.00
385847.31,-1.20,-1.80,1.00,1.20,0.00,0.50,5.50,5.50
385847.93,-1.10,-1.70,0.80,1.10,0.00,0.50,6.00,5.50
385848.56,-1.00,-1.60,0.70,0.90,0.00,0.50,5.50,5.50
385849.18,-1.10,-1.70,0.60,0.80,0.00,0.50,5.50,5.50
385849.93,-1.10,-1.80,0.60,0.80,0.00,0.50,5.50,5.50
385850.56,-1.20,-2.00,0.60,0.90,0.00,0.50,5.50,5.00
385851.18,-1.10,-1.90,0.60,0.90,0.00,0.50,5.50,5.00
385851.81,-1.00,-1.70,0.60,0.90,0.00,0.50,5.50,5.00
385852.56,-1.00,-1.70,0.70,0.80,0.00,0.50,5.50,5.50
385853.18,-1.00,-1.70,0.70,0.70,0.00,0.50,5.50,5.50
385853.81,-1.00,-1.70,0.80,0.70,0.00,0.50,5.00,5.00
385854.43,-1.10,-1.70,0.80,0.80,0.00,0.50,5.00,5.00
385855.06,-1.20,-2.00,0.80,0.90,0.00,0.50,5.00,5.00
385855.81,-1.30,-2.20,0.90,1.10,0.50,1.00,4.50,4.50
385856.43,-1.20,-2.00,1.00,1.20,0.00,0.50,4.50,4.50
385857.06,-1.20,-1.90,1.00,1.20,0.00,0.50,4.50,4.50
385857.68,-1.10,-1.80,1.00,1.20,0.00,0.50,4.50,4.50
385858.31,-0.90,-1.60,0.80,1.10,0.00,0.50,5.00,4.50
385858.93,-0.90,-1.60,0.80,1.00,0.00,0.50,4.50,4.50
385859.68,-0.90,-1.70,0.80,1.00,0.00,0.50,4.50,4.50
385860.31,-1.10,-1.80,0.70,0.90,0.00,0.50,5.00,5.00
385860.93,-1.20,-1.70,0.80,1.00,0.50,0.50,4.50,4.50
385861.55,-1.20,-1.70,0.80,1.10,0.50,0.50,4.50,4.00
385862.18,-1.00,-1.60,0.80,1.10,0.00,0.50,4.50,4.00
385862.93,-0.80,-1.50,0.60,1.00,0.00,0.50,4.50,4.00
385863.55,-0.80,-1.50,0.50,0.90,0.00,0.50,5.00,4.50
385864.18,-1.00,-1.70,0.50,0.80,0.00,0.50,4.50,4.00
385864.80,-1.20,-1.80,0.50,0.90,0.50,1.00,4.50,4.00
385865.43,-1.30,-1.70,0.50,0.90,0.50,0.50,5.00,4.50
385866.18,-1.20,-1.60,0.50,0.90,0.50,0.50,4.50,4.00
385866.80,-1.10,-1.60,0.60,0.90,0.00,0.50,4.50,4.00
385867.43,-1.10,-1.50,0.60,0.90,0.00,0.00,4.50,4.00
385868.05,-1.20,-1.70,0.60,0.70,0.50,0.50,4.50,4.50
385868.68,-1.20,-1.80,0.50,0.50,0.50,1.00,4.50,4.50
385869.43,-1.30,-1.90,0.30,0.40,0.50,1.00,4.50,4.50
385870.05,-1.40,-1.90,0.10,0.30,0.50,1.00,4.50,4.50
385870.68,-1.40,-1.90,0.10,0.30,0.50,1.00,5.00,5.00
385871.30,-1.40,-1.90,0.20,0.40,0.50,1.00,4.50,4.50
385872.05,-1.40,-1.80,0.10,0.40,0.50,0.50,4.50,4.00
385872.68,-1.10,-1.60,0.00,0.20,0.50,0.50,5.00,5.00
385873.30,-0.90,-1.40,-0.20,0.10,0.50,0.50,5.00,4.50
385873.93,-0.80,-1.40,-0.30,0.00,0.00,0.50,5.00,4.50
385874.55,-0.90,-1.50,-0.50,-0.10,0.00,0.50,5.00,4.50
385875.30,-1.10,-1.50,-0.50,-0.20,0.50,0.50,5.00,4.50
385875.93,-1.20,-1.50,-0.40,-0.10,0.50,0.50,5.50,5.00
385876.55,-1.20,-1.50,-0.30,0.00,0.50,0.50,5.00,4.50
385877.17,-1.10,-1.40,-0.50,-0.10,0.50,0.50,5.00,4.50
385877.80,-0.80,-1.40,-0.70,-0.30,0.00,0.50,5.50,5.00
385878.55,-0.70,-1.30,-0.90,-0.50,0.00,0.50,5.50,5.00
385879.17,-0.80,-1.30,-1.00,-0.70,0.00,0.50,6.00,5.50
385879.80,-0.80,-1.30,-1.00,-0.90,0.00,0.50,5.50,5.50
385880.42,-0.60,-1.20,-1.00,-1.00,0.00,0.50,5.50,5.50
385881.05,-0.60,-1.30,-1.00,-1.10,0.00,0.50,5.50,5.50
385881.67,-0.60,-1.20,-1.00,-1.10,0.00,0.50,5.50,5.50
385882.42,-0.60,-1.10,-1.10,-1.00,0.00,0.50,5.50,5.50
385883.17,-0.70,-1.00,-1.10,-0.90,0.00,0.00,5.50,5.50
385883.80,-1.10,-1.30,-1.10,-0.80,0.50,0.50,5.50,5.00
385884.42,-1.20,-1.40,-1.20,-0.90,0.50,0.50,6.00,5.50
385885.05,-0.90,-1.20,-1.10,-1.00,0.00,0.00,5.50,5.50
385885.67,-0.60,-1.10,-1.00,-0.90,0.00,0.50,5.50,5.50
385886.30,-0.40,-0.90,-0.90,-0.80,-0.50,0.00,5.50,5.50
385887.05,-0.40,-1.10,-0.80,-0.60,-0.50,0.00,5.00,5.00
385887.67,-0.40,-1.10,-0.70,-0.50,-0.50,0.00,5.00,5.00
385888.30,-0.40,-1.10,-0.60,-0.50,-0.50,0.00,5.00,5.00
385888.92,-0.50,-1.20,-0.60,-0.50,0.00,0.50,5.00,5.00
385889.55,-0.60,-1.30,-0.60,-0.60,0.00,0.50,5.00,5.00
385890.30,-0.70,-1.20,-0.60,-0.60,0.00,0.00,5.00,5.00
385890.92,-0.60,-1.00,-0.50,-0.40,0.00,0.00,5.00,5.00
385891.55,-0.60,-0.80,-0.50,-0.20,0.00,0.00,5.00,4.50
385892.17,-0.40,-0.80,-0.40,-0.10,-0.50,-0.50,4.50,4.00
385892.80,-0.40,-0.80,-0.20,0.00,-0.50,-0.50,4.00,4.00
385893.55,-0.50,-0.90,-0.20,0.00,0.00,0.00,4.50,4.50
385894.17,-0.60,-1.10,-0.20,0.00,0.00,0.50,4.50,4.50
385894.80,-0.70,-1.10,-0.30,0.10,0.00,0.00,4.50,4.00
385895.42,-0.70,-1.10,-0.40,0.10,0.00,0.00,4.50,4.00
385896.05,-0.80,-1.10,-0.50,0.10,0.00,0.00,4.50,4.00
385896.80,-0.70,-1.00,-0.50,0.30,0.00,0.00,5.00,4.00
385897.42,-0.60,-0.80,-0.30,0.40,0.00,0.00,4.00,3.50
385898.05,-0.60,-1.00,-0.10,0.50,0.00,0.00,4.00,3.50
385898.67,-0.50,-1.10,0.00,0.60,0.00,0.50,4.00,3.50
385899.30,-0.60,-0.90,0.20,0.80,0.00,0.00,4.00,3.50
385900.05,-0.80,-1.10,0.00,0.60,0.00,0.00,4.00,3.50
385900.67,-0.60,-1.00,-0.30,0.20,0.00,0.00,4.50,4.00
385901.30,-0.40,-0.70,-0.40,0.10,-0.50,-0.50,4.50,4.00
385901.92,-0.30,-0.50,-0.40,0.10,-0.50,-0.50,4.50,4.00
385902.55,-0.30,-0.40,-0.30,0.20,-0.50,-0.50,4.50,4.00
