里程,左轨平面偏差量,右轨平面偏差量,左轨高程偏差量,右轨高程偏差量,左轨平面调整量,右轨平面调整量,左轨高程调整量,右轨高程调整量
385225.25,-2.60,-3.50,20.90,21.10,0.50,1.00,4.00,4.00
385225.88,-2.40,-3.60,21.10,21.20,0.50,1.50,4.00,4.00
385226.50,-2.40,-3.60,21.30,21.30,0.00,1.00,3.50,3.50
385227.13,-2.30,-3.70,21.40,21.40,0.50,1.50,3.50,3.50
385227.88,-2.20,-3.60,21.40,21.30,0.00,1.00,3.50,3.50
385228.50,-2.20,-3.80,21.30,21.20,0.00,1.50,4.00,4.00
385229.12,-2.30,-3.90,21.30,21.20,0.00,1.50,4.00,4.00
385229.75,-2.30,-3.90,21.30,21.30,0.00,1.50,4.00,4.00
385230.37,-2.20,-3.80,21.40,21.40,0.00,1.50,4.00,4.00
385231.12,-2.50,-3.70,21.50,21.60,0.50,1.50,4.00,4.00
385231.75,-2.90,-4.00,21.60,21.70,0.50,1.50,3.50,3.50
385232.37,-3.00,-4.00,21.50,21.80,1.00,1.50,4.00,3.50
385232.99,-3.00,-3.90,21.40,21.70,1.00,1.50,4.00,3.50
385233.62,-2.80,-3.80,21.20,21.40,0.50,1.50,4.00,4.00
385234.37,-2.50,-3.50,21.00,21.10,0.50,1.00,4.50,4.50
385234.99,-2.30,-3.20,20.80,21.00,0.00,0.50,4.50,4.50
385235.62,-2.40,-3.50,20.80,21.10,0.00,1.00,5.00,4.50
385236.24,-2.50,-3.60,20.70,21.20,0.50,1.50,5.00,4.50
385236.87,-2.60,-3.80,20.50,21.20,0.50,1.50,5.00,4.50
385237.61,-2.70,-3.90,20.40,21.10,0.50,1.50,5.50,5.00
385238.24,-2.70,-3.70,20.50,21.10,0.50,1.00,5.00,4.50
385238.86,-2.50,-3.50,20.80,21.30,0.50,1.00,5.00,4.50
385239.49,-2.20,-3.40,21.20,21.50,0.00,1.00,5.00,4.50
385240.11,-1.90,-3.20,21.50,21.70,-0.50,0.50,4.50,4.50
385240.86,-1.60,-3.00,21.80,21.90,-0.50,0.50,4.00,4.00
385241.49,-1.70,-3.20,22.10,22.10,-0.50,1.00,3.50,3.50
385242.11,-2.10,-3.30,22.30,22.30,0.00,1.00,3.50,3.50
385242.73,-2.20,-3.30,22.50,22.40,0.00,1.00,3.50,3.50
385243.36,-2.20,-3.30,22.60,22.60,0.00,1.00,3.50,3.50
385244.11,-2.30,-3.20,22.60,22.70,0.00,0.50,3.50,3.50
385244.73,-2.30,-3.30,22.20,22.60,0.00,1.00,4.00,3.50
385245.36,-2.40,-3.40,21.70,22.40,0.00,1.00,4.50,4.00
385245.98,-2.50,-3.50,21.30,22.30,0.00,1.00,4.50,3.50
385246.73,-2.70,-3.70,21.20,22.30,0.50,1.00,4.50,3.50
385247.35,-2.70,-3.60,21.10,22.30,0.50,1.00,5.00,4.00
385247.98,-2.70,-3.70,21.00,22.20,0.50,1.00,5.00,4.00
385248.60,-2.80,-3.60,21.00,22.10,0.50,1.00,5.00,4.00
385249.23,-2.90,-3.60,21.00,22.00,0.50,1.00,5.00,4.00
385249.85,-2.90,-3.50,21.00,21.90,0.50,1.00,5.50,4.50
385250.60,-2.90,-3.60,21.20,21.90,0.50,1.00,5.00,4.50
385251.22,-3.00,-3.50,21.50,22.00,0.50,1.00,4.50,4.00
385251.85,-2.80,-3.20,21.90,22.10,0.50,0.50,4.00,4.00
385252.47,-2.70,-3.00,22.20,22.20,0.50,0.50,4.00,4.00
385253.10,-2.70,-3.00,22.40,22.40,0.50,0.50,4.00,4.00
385253.85,-2.60,-3.10,22.50,22.40,0.50,0.50,4.00,4.00
385254.47,-2.50,-3.40,22.40,22.40,0.00,0.50,4.00,4.00
385255.09,-2.60,-3.60,22.30,22.50,0.50,1.00,4.00,4.00
385255.72,-2.60,-3.60,22.20,22.60,0.50,1.00,4.00,3.50
385256.34,-2.60,-3.80,22.30,22.80,0.50,1.50,4.00,3.50
385257.09,-2.60,-3.80,22.40,22.90,0.50,1.50,4.00,3.50
385257.72,-2.50,-3.70,22.60,23.00,0.00,1.00,4.00,3.50
385258.34,-2.20,-3.40,22.80,23.00,0.00,1.00,3.50,3.50
385258.96,-1.90,-3.20,22.90,23.00,-0.50,0.50,3.50,3.50
385259.59,-1.80,-2.90,23.10,23.10,-0.50,0.50,3.50,3.50
385260.21,-1.90,-3.00,23.30,23.10,-0.50,0.50,3.50,3.50
385260.96,-1.80,-2.90,23.40,23.10,-0.50,0.50,3.00,3.50
385261.59,-1.80,-2.70,23.30,23.10,-0.50,0.00,3.00,3.00
385262.21,-1.80,-2.20,23.30,23.00,-0.50,-0.50,3.00,3.50
385262.84,-1.70,-2.10,23.20,23.00,-0.50,-0.50,3.50,3.50
385263.58,-1.70,-2.00,23.10,22.90,-0.50,-0.50,3.50,3.50
385264.21,-1.80,-1.90,23.10,23.00,-0.50,-0.50,3.50,3.50
385264.83,-1.80,-1.90,23.00,23.10,-0.50,-0.50,3.50,3.50
385265.46,-1.80,-2.10,22.90,23.40,-0.50,-0.50,3.50,3.00
385266.08,-1.70,-2.20,22.90,23.60,-1.00,-0.50,3.50,3.00
385266.71,-1.50,-2.10,23.00,23.60,-1.00,-0.50,3.50,3.00
385267.45,-1.40,-2.10,23.00,23.50,-1.00,-0.50,3.50,3.00
385268.08,-1.50,-2.20,23.10,23.50,-1.00,-0.50,3.50,3.00
385268.70,-1.70,-2.30,23.20,23.50,-0.50,0.00,3.50,3.00
385269.33,-1.80,-2.50,23.20,23.50,-0.50,0.00,3.50,3.00
385270.08,-1.80,-2.70,23.20,23.50,-0.50,0.00,3.50,3.00
385270.70,-1.90,-2.80,23.20,23.60,0.00,0.50,3.50,3.00
385271.33,-1.80,-2.80,23.10,23.70,-0.50,0.00,3.50,3.00
385272.20,-1.50,-2.70,23.10,23.90,-1.00,0.00,3.50,2.50
385272.82,-1.40,-2.70,23.10,23.90,-1.00,0.00,3.50,2.50
385273.45,-1.50,-2.90,23.10,23.80,-1.00,0.00,3.50,3.00
385274.07,-1.60,-3.00,23.10,23.50,-0.50,0.50,3.50,3.00
385274.70,-1.70,-3.00,23.20,23.50,-0.50,0.50,3.50,3.00
385275.32,-1.90,-3.00,23.30,23.70,-0.50,0.50,3.50,3.00
385275.95,-1.70,-2.80,23.30,23.90,-0.50,0.50,3.50,3.00
385276.70,-1.50,-2.80,23.30,24.00,-1.00,0.00,3.00,2.50
385277.32,-1.30,-3.00,23.30,24.10,-1.00,0.50,3.50,2.50
385277.95,-1.20,-2.90,23.40,24.20,-1.00,0.50,3.50,2.50
385278.57,-1.20,-2.90,23.40,24.10,-1.00,0.50,3.50,3.00
385279.20,-1.40,-2.70,23.50,24.00,-1.00,0.00,3.00,2.50
385279.95,-1.60,-2.30,23.50,23.80,-0.50,0.00,3.00,2.50
385280.57,-1.40,-2.00,23.50,23.60,-1.00,-0.50,3.00,3.00
385281.20,-1.30,-1.90,23.60,23.60,-1.00,-0.50,3.00,3.00
385281.82,-1.30,-1.80,23.70,23.70,-1.00,-0.50,3.00,3.00
385282.45,-1.30,-1.60,23.70,23.80,-1.00,-1.00,3.00,3.00
385283.20,-1.20,-1.40,23.70,23.90,-1.00,-1.00,3.00,3.00
385283.82,-1.10,-1.40,23.90,24.10,-1.00,-1.00,3.00,3.00
385284.45,-1.10,-1.50,23.90,24.20,-1.00,-1.00,3.00,2.50
385285.07,-1.00,-1.40,23.90,24.20,-1.00,-1.00,3.00,2.50
385285.70,-1.00,-1.60,23.70,24.20,-1.50,-1.00,3.00,2.50
385286.32,-1.20,-1.80,23.70,24.30,-1.00,-0.50,3.00,2.50
385287.07,-1.50,-2.00,23.70,24.30,-1.00,-0.50,3.00,2.50
385287.70,-1.50,-2.10,23.80,24.40,-1.00,-0.50,3.00,2.50
385288.32,-1.40,-2.10,24.00,24.50,-1.00,-0.50,3.00,2.50
385288.94,-1.20,-2.00,24.30,24.80,-1.00,-0.50,2.50,2.00
385289.57,-1.00,-1.70,24.50,25.10,-1.50,-1.00,2.00,1.50
385290.32,-1.00,-1.70,24.50,25.10,-1.50,-1.00,2.00,1.50
385290.94,-1.10,-1.80,24.40,24.90,-1.00,-0.50,2.50,2.00
385291.57,-1.40,-2.10,24.40,24.80,-1.00,-0.50,2.50,2.00
385292.19,-1.80,-2.40,24.60,24.90,-0.50,0.00,2.50,2.00
385292.82,-2.20,-2.60,24.80,25.10,0.00,0.00,2.50,2.00
385293.57,-2.20,-2.40,25.00,25.30,0.00,0.00,2.00,1.50
385294.19,-1.90,-2.20,25.30,25.70,-0.50,-0.50,1.50,1.00
385294.82,-1.70,-2.20,25.60,25.90,-1.00,-0.50,1.50,1.00
385295.44,-1.50,-2.20,25.70,25.90,-1.00,-0.50,1.00,1.00
385296.07,-1.40,-2.20,25.60,25.80,-1.00,-0.50,1.50,1.50
385296.82,-1.40,-2.50,25.40,25.70,-1.00,0.00,1.50,1.00
385297.44,-1.40,-2.30,25.40,25.80,-1.00,-0.50,1.50,1.00
385298.07,-1.40,-2.20,25.40,25.80,-1.00,-0.50,1.50,1.00
385298.69,-1.50,-2.20,25.40,25.90,-1.00,-0.50,1.50,1.00
385299.44,-1.70,-2.70,25.70,26.20,-1.00,0.00,1.00,0.50
385300.07,-1.60,-2.80,25.80,26.30,-1.00,0.00,1.00,0.50
385300.69,-1.50,-2.60,25.70,26.10,-1.00,0.00,1.00,0.50
385301.32,-1.60,-2.50,25.70,26.10,-0.50,0.00,1.50,1.00
385301.94,-1.70,-2.50,25.90,26.20,-0.50,0.00,1.00,0.50
385302.69,-1.70,-2.40,26.00,26.30,-0.50,0.00,1.00,0.50
385303.32,-1.70,-2.30,26.20,26.40,-1.00,-0.50,1.00,1.00
385303.94,-1.90,-2.30,26.20,26.60,-0.50,-0.50,1.00,0.50
385304.57,-2.10,-2.40,26.20,26.80,0.00,0.00,0.50,0.00
385305.19,-2.20,-2.40,26.30,27.00,0.00,0.00,0.50,0.00
385305.94,-2.30,-2.50,26.40,27.10,0.00,0.00,0.50,0.00
385306.57,-2.30,-2.60,26.60,27.20,0.00,0.00,0.50,0.00
385307.19,-2.20,-2.60,26.80,27.30,0.00,0.00,0.00,-0.50
385307.82,-2.10,-2.50,27.10,27.40,0.00,0.00,0.00,-0.50
385308.44,-2.00,-2.40,27.30,27.60,-0.50,-0.50,0.00,-0.50
385309.19,-2.10,-2.60,27.50,27.80,0.00,0.00,-0.50,-1.00
385309.81,-2.20,-2.70,27.40,27.80,0.00,0.00,-0.50,-1.00
385310.44,-2.40,-2.80,27.40,27.80,0.00,0.00,-0.50,-1.00
385311.06,-2.50,-3.00,27.30,27.80,0.00,0.50,-0.50,-1.00
385311.69,-2.70,-3.20,27.40,27.70,0.50,0.50,0.00,-0.50
385312.31,-2.70,-3.10,27.50,27.80,0.50,0.50,-0.50,-1.00
385313.06,-2.60,-3.10,27.70,27.90,0.00,0.50,-0.50,-0.50
385313.69,-2.50,-2.90,27.70,28.00,0.00,0.00,-0.50,-1.00
385314.31,-2.40,-2.80,27.80,28.20,0.00,0.00,-1.00,-1.50
385314.94,-2.60,-2.90,28.00,28.40,0.50,0.50,-1.00,-1.50
385315.56,-2.70,-3.00,28.20,28.50,0.50,0.50,-1.00,-1.50
385316.31,-2.70,-3.00,28.10,28.40,0.50,0.50,-1.00,-1.50
385316.94,-2.50,-2.90,28.10,28.30,0.50,0.50,-1.00,-1.00
385317.56,-2.50,-3.00,28.10,28.30,0.00,0.50,-1.50,-1.50
385318.19,-2.50,-3.10,28.20,28.40,0.00,0.50,-1.00,-1.00
385318.81,-2.40,-3.00,28.30,28.50,0.00,0.50,-1.50,-1.50
385319.56,-2.60,-3.00,28.40,28.60,0.00,0.00,-1.50,-1.50
385320.19,-2.70,-3.10,28.50,28.70,0.50,0.50,-1.50,-1.50
385320.81,-2.80,-3.20,28.50,28.70,0.50,0.50,-1.50,-1.50
385321.44,-2.70,-3.20,28.30,28.50,0.50,0.50,-1.50,-1.50
385322.06,-2.70,-3.00,28.10,28.50,0.50,0.50,-1.00,-1.50
385322.81,-2.90,-3.10,28.20,28.60,0.50,0.50,-1.00,-1.50
385323.44,-2.90,-3.10,28.20,28.70,0.50,0.50,-1.00,-1.50
385324.06,-2.80,-3.20,28.30,28.80,0.50,0.50,-1.50,-2.00
385324.69,-2.70,-3.10,28.50,28.90,0.50,0.50,-1.50,-2.00
385325.31,-2.70,-3.30,28.60,29.00,0.50,1.00,-1.50,-2.00
385326.06,-2.80,-3.30,28.60,29.00,0.50,0.50,-1.50,-2.00
385326.69,-2.80,-3.30,28.40,28.90,0.50,0.50,-1.50,-2.00
385327.31,-2.70,-3.40,28.20,28.70,0.50,1.00,-1.00,-1.50
385327.94,-2.60,-3.40,28.20,28.70,0.00,0.50,-1.00,-1.50
385328.56,-2.80,-3.50,28.20,28.70,0.50,1.00,-1.00,-1.50
385329.31,-2.80,-3.60,28.40,28.80,0.50,1.00,-1.50,-2.00
385329.93,-2.80,-3.50,28.40,28.90,0.50,1.00,-1.50,-2.00
385330.56,-2.90,-3.60,28.30,28.80,0.50,1.00,-1.50,-2.00
385331.18,-2.90,-3.40,28.10,28.80,0.50,0.50,-1.00,-1.50
385331.81,-3.00,-3.50,28.10,28.80,0.50,1.00,-1.00,-1.50
385332.56,-2.90,-3.60,28.10,28.70,0.50,1.00,-1.00,-1.50
385333.18,-3.00,-3.60,28.00,28.70,0.50,1.00,-1.00,-1.50
385333.81,-3.10,-3.70,28.00,28.70,0.50,1.00,-1.00,-1.50
385334.43,-3.20,-3.60,28.10,28.80,1.00,1.00,-1.00,-1.50
385335.06,-3.30,-3.70,28.20,28.80,1.00,1.00,-1.50,-2.00
385335.81,-3.50,-4.10,28.20,28.60,1.00,1.50,-1.50,-2.00
385336.43,-3.50,-4.20,28.10,28.40,1.00,1.50,-1.00,-1.50
385337.06,-3.60,-4.30,28.10,28.40,1.00,1.50,-1.00,-1.50
385337.68,-3.70,-4.30,28.20,28.40,1.00,1.50,-1.50,-1.50
385338.31,-3.70,-4.20,28.20,28.40,1.00,1.50,-1.50,-1.50
385339.06,-3.70,-4.20,28.40,28.60,1.00,1.50,-1.50,-1.50
385339.68,-3.60,-4.30,28.40,28.70,1.00,1.50,-1.50,-2.00
385340.31,-3.40,-4.30,28.30,28.50,1.00,1.50,-2.00,-2.00
385340.93,-3.40,-4.30,28.20,28.40,1.00,1.50,-1.50,-1.50
385341.56,-3.70,-4.40,28.20,28.30,1.00,1.50,-1.50,-1.50
385342.31,-4.10,-4.50,28.30,28.30,1.50,1.50,-1.50,-1.50
385342.93,-4.20,-4.50,28.20,28.30,1.50,1.50,-1.50,-1.50
385343.56,-4.10,-4.60,28.20,28.30,1.50,2.00,-1.50,-1.50
385344.18,-3.80,-4.60,28.20,28.50,1.50,2.00,-1.50,-2.00
385344.93,-3.70,-4.60,28.10,28.60,1.00,1.50,-1.50,-2.00
385345.56,-3.80,-4.80,27.90,28.40,1.00,2.00,-1.50,-2.00
385346.18,-3.90,-4.80,27.90,28.20,1.50,2.00,-1.00,-1.50
385346.81,-4.00,-4.70,27.90,28.00,1.50,2.00,-1.50,-1.50
385347.43,-4.00,-4.60,27.60,27.90,1.50,2.00,-1.00,-1.50
385348.05,-4.20,-4.50,27.50,28.00,1.50,1.50,-1.00,-1.50
385348.80,-4.20,-4.50,27.50,28.10,1.50,1.50,-1.00,-1.50
385349.43,-4.10,-4.50,27.60,28.20,1.50,1.50,-1.00,-1.50
385350.05,-3.90,-4.40,27.60,28.20,1.00,1.50,-1.00,-1.50
385350.68,-3.90,-4.60,27.50,28.00,1.50,2.00,-1.00,-1.50
385351.30,-3.80,-4.60,27.30,27.70,1.50,2.00,-1.00,-1.50
385352.05,-3.80,-4.40,27.10,27.40,1.00,1.50,-0.50,-1.00
385352.68,-3.90,-4.30,26.70,27.10,1.50,1.50,-0.50,-1.00
385353.30,-3.90,-4.30,26.40,26.70,1.50,1.50,0.00,-0.50
385353.93,-3.80,-4.20,26.30,26.50,1.00,1.00,0.00,0.00
385354.55,-3.60,-4.20,26.30,26.30,1.00,1.50,0.00,0.00
385355.30,-3.60,-4.00,26.30,26.20,1.00,1.00,0.00,0.00
385355.93,-3.60,-3.90,26.20,26.10,1.00,1.00,0.00,0.00
385356.55,-3.80,-4.00,26.00,25.80,1.00,1.00,0.50,0.50
385357.18,-3.80,-4.00,25.80,25.50,1.00,1.00,0.50,1.00
385357.80,-3.70,-4.00,25.50,25.30,1.00,1.00,1.00,1.00
385358.55,-3.40,-3.80,25.30,25.20,1.00,1.00,1.00,1.00
385359.18,-3.20,-3.70,25.40,25.30,0.50,1.00,1.00,1.00
385359.80,-3.20,-3.60,25.50,25.40,0.50,0.50,0.50,0.50
385360.43,-3.40,-3.70,25.60,25.50,1.00,1.00,0.50,0.50
385361.05,-3.40,-3.60,25.60,25.50,0.50,0.50,0.50,0.50
385361.80,-3.40,-3.60,25.20,25.30,0.50,0.50,1.00,1.00
385362.43,-3.30,-3.60,24.90,25.30,0.50,0.50,1.50,1.00
385363.18,-3.20,-3.60,24.60,25.10,0.50,0.50,1.50,1.00
385363.80,-3.30,-3.60,24.70,25.30,0.50,0.50,1.50,1.00
385364.42,-3.20,-3.40,24.90,25.50,0.50,0.50,1.00,0.50
385365.05,-3.10,-3.50,25.10,25.60,0.50,0.50,1.00,0.50
385365.67,-2.90,-3.60,25.10,25.60,0.50,1.00,1.00,0.50
385366.30,-2.90,-3.60,25.20,25.50,0.00,0.50,1.00,0.50
385366.92,-2.80,-3.50,25.10,25.30,0.00,0.50,1.00,1.00
385367.67,-2.70,-3.50,24.90,25.10,0.00,0.50,1.00,1.00
385368.30,-2.80,-3.60,24.90,25.10,0.00,0.50,1.00,1.00
385368.92,-2.80,-3.50,25.00,25.20,0.00,0.50,1.00,1.00
385369.55,-2.70,-3.50,25.10,25.30,0.00,0.50,1.00,1.00
385370.17,-2.70,-3.50,25.30,25.40,0.00,0.50,0.50,0.50
385370.92,-2.80,-3.50,25.40,25.40,0.00,0.50,0.50,0.50
385371.54,-2.90,-3.50,25.40,25.30,0.00,0.50,0.50,0.50
385372.17,-3.00,-3.40,25.30,25.20,0.50,0.50,1.00,1.00
385372.79,-2.90,-3.20,25.20,25.00,0.50,0.50,1.00,1.00
385373.42,-2.70,-3.10,25.30,25.00,0.00,0.00,0.50,1.00
385374.17,-2.70,-3.00,25.40,25.10,0.00,0.00,0.50,1.00
385374.79,-2.80,-3.10,25.30,25.20,0.00,0.00,1.00,1.00
385375.42,-3.00,-3.10,25.20,25.20,0.00,0.00,1.00,1.00
385376.04,-2.90,-2.90,25.10,25.20,0.50,0.00,1.00,1.00
385376.79,-2.70,-2.80,25.00,25.10,0.00,0.00,1.00,1.00
385377.41,-2.60,-2.90,24.90,24.90,0.00,0.00,1.00,1.00
385378.04,-2.50,-3.10,24.80,24.80,0.00,0.50,1.00,1.00
385378.66,-2.70,-3.30,24.80,24.80,0.00,0.50,1.00,1.00
385379.29,-2.90,-3.40,24.90,25.00,0.50,0.50,1.00,1.00
385380.04,-2.70,-3.50,25.00,25.10,0.00,0.50,1.00,1.00
385380.66,-2.50,-3.50,25.00,25.10,0.00,0.50,1.00,1.00
385381.29,-2.40,-3.40,24.90,25.10,0.00,0.50,1.00,1.00
385381.91,-2.50,-3.40,24.80,25.00,0.00,0.50,1.00,1.00
385382.54,-2.70,-3.30,24.60,24.80,0.00,0.50,1.00,1.00
385383.29,-2.90,-3.20,24.40,24.70,0.50,0.50,1.50,1.00
385383.91,-2.90,-3.20,24.20,24.60,0.50,0.50,1.50,1.00
385384.53,-2.80,-3.20,24.20,24.60,0.00,0.00,1.50,1.00
385385.16,-2.60,-3.10,24.30,24.60,0.00,0.50,1.50,1.00
385385.78,-2.60,-3.10,24.30,24.60,0.00,0.50,1.50,1.00
385386.41,-2.70,-2.80,24.30,24.60,0.00,0.00,1.50,1.00
385387.16,-2.80,-2.90,24.20,24.50,0.00,0.00,1.50,1.00
385387.78,-2.80,-3.10,24.20,24.30,0.00,0.00,1.50,1.50
385388.41,-2.70,-3.10,24.10,24.20,0.50,0.50,1.50,1.50
385389.03,-2.60,-3.30,24.00,24.20,0.00,0.50,1.50,1.50
385389.65,-2.60,-3.20,23.90,24.20,0.00,0.50,1.50,1.00
385390.40,-2.80,-3.40,23.80,24.00,0.50,1.00,2.00,2.00
385391.03,-2.80,-3.30,23.60,23.80,0.50,0.50,1.50,1.50
385391.65,-2.70,-3.30,23.50,23.60,0.00,0.50,2.00,2.00
385392.28,-2.70,-3.30,23.50,23.60,0.00,0.50,2.00,2.00
385392.90,-2.90,-3.40,23.60,23.70,0.50,0.50,2.00,2.00
385393.65,-2.90,-3.40,23.70,24.00,0.50,0.50,1.50,1.00
385394.28,-2.80,-3.30,23.70,24.10,0.50,0.50,2.00,1.50
385394.90,-2.90,-3.30,23.80,24.30,0.50,0.50,1.50,1.00
385395.53,-2.80,-3.30,23.80,24.30,0.50,0.50,1.50,1.00
385396.27,-3.00,-3.30,23.80,24.30,0.50,0.50,1.50,1.00
385396.90,-3.10,-3.30,23.80,24.10,0.50,0.50,1.50,1.00
385397.52,-2.90,-3.10,23.80,24.00,0.50,0.50,1.00,1.00
385398.15,-2.80,-3.10,23.80,24.00,0.50,0.50,1.50,1.50
385398.77,-2.90,-3.30,23.80,24.20,0.50,0.50,1.50,1.00
385399.40,-3.00,-3.80,23.80,24.40,0.50,1.00,1.50,1.00
385400.15,-3.00,-3.70,23.80,24.50,0.50,1.00,1.50,1.00
385400.77,-2.90,-3.70,23.80,24.40,0.50,1.00,1.50,1.00
385401.40,-3.00,-3.30,23.90,24.50,0.50,0.50,1.00,0.50
385402.02,-3.00,-3.00,23.90,24.50,0.50,0.50,1.00,0.50
385402.64,-3.00,-2.80,24.00,24.60,0.50,0.00,1.00,0.50
385403.39,-2.90,-3.10,24.20,24.50,0.50,0.50,1.00,0.50
385404.02,-2.90,-3.40,24.10,24.40,0.50,1.00,1.00,0.50
385404.64,-2.90,-3.60,24.10,24.30,0.50,1.00,1.00,1.00
385405.27,-3.00,-3.70,24.10,24.40,0.50,1.00,1.00,0.50
385405.89,-3.10,-3.70,24.20,24.50,0.50,1.00,1.00,0.50
385406.64,-2.90,-3.40,24.20,24.60,0.50,1.00,0.50,0.00
385407.27,-2.80,-3.40,24.20,24.50,0.50,1.00,1.00,0.50
385407.89,-3.00,-3.60,24.20,24.50,0.50,1.00,0.50,0.00
385408.52,-3.20,-3.70,24.10,24.50,1.00,1.00,0.50,0.00
385409.26,-3.40,-3.80,24.00,24.30,1.00,1.00,0.50,0.00
385409.89,-3.30,-3.80,23.90,24.10,1.00,1.00,1.00,1.00
385410.51,-3.10,-3.60,23.90,24.20,1.00,1.00,0.50,0.00
385411.14,-3.00,-3.40,23.90,24.30,0.50,0.50,1.00,0.50
385411.76,-2.90,-3.40,23.90,24.30,0.50,1.00,0.50,0.00
385412.51,-2.90,-3.50,23.80,24.30,0.50,1.00,1.00,0.50
385413.14,-2.80,-3.40,23.80,24.20,0.50,1.00,1.00,0.50
385413.76,-2.80,-3.40,23.60,24.00,0.50,1.00,1.00,0.50
385414.39,-2.80,-3.40,23.50,23.90,0.50,1.00,1.00,0.50
385415.01,-2.90,-3.50,23.30,23.70,0.50,1.00,1.50,1.00
385415.63,-2.80,-3.40,23.10,23.60,0.50,1.00,1.50,1.00
385416.38,-2.80,-3.30,23.00,23.50,0.50,0.50,1.50,1.00
385417.01,-2.70,-3.10,22.90,23.40,0.50,0.50,1.50,1.00
385417.63,-2.60,-2.90,22.90,23.30,0.50,0.50,1.50,1.00
385418.26,-2.60,-3.00,22.80,23.20,0.50,0.50,1.50,1.00
385419.01,-2.80,-3.00,22.50,23.00,0.50,0.50,2.00,1.50
385419.63,-2.90,-3.10,22.30,22.80,0.50,0.50,2.00,1.50
385420.26,-3.00,-3.20,22.00,22.50,0.50,0.50,2.50,2.00
385420.88,-2.90,-3.30,21.90,22.30,1.00,1.00,2.50,2.00
385421.50,-2.70,-3.10,21.80,22.10,0.50,0.50,3.00,2.50
385422.13,-2.50,-2.80,21.80,22.10,0.50,0.50,3.00,2.50
385422.88,-2.60,-2.90,21.70,22.10,0.50,0.50,2.50,2.00
385423.50,-2.60,-2.90,21.60,21.90,0.50,0.50,3.00,2.50
385424.13,-2.40,-2.90,21.50,21.70,0.00,0.50,3.00,3.00
385424.75,-2.30,-2.90,21.50,21.60,0.00,0.50,3.00,3.00
385425.38,-2.30,-3.00,21.50,21.60,0.00,0.50,2.50,2.50
385426.13,-2.40,-3.10,21.70,21.80,0.00,0.50,2.50,2.50
385426.75,-2.60,-3.00,21.70,21.90,0.50,0.50,2.50,2.50
385427.37,-2.70,-3.10,21.80,21.90,0.50,0.50,2.50,2.50
385428.00,-2.70,-3.10,21.80,21.90,0.50,0.50,2.50,2.50
385428.75,-2.80,-3.20,21.80,21.90,0.50,0.50,2.50,2.50
385429.37,-2.80,-3.20,21.80,21.90,0.50,0.50,2.50,2.50
385430.00,-2.70,-3.20,21.80,21.90,0.50,0.50,2.50,2.50
385430.62,-2.60,-3.10,21.90,21.90,0.50,0.50,2.50,2.50
385431.25,-2.70,-3.00,22.00,21.90,0.50,0.50,2.50,2.50
385432.00,-2.80,-3.20,22.00,22.00,0.50,0.50,2.50,2.50
385432.62,-2.80,-3.20,22.10,22.20,0.50,0.50,2.00,2.00
385433.25,-2.90,-3.20,22.20,22.40,0.50,0.50,2.00,2.00
385433.87,-3.00,-3.30,22.20,22.50,1.00,1.00,2.50,2.00
385434.49,-3.00,-3.30,22.10,22.50,1.00,1.00,2.00,1.50
385435.24,-3.10,-3.30,22.00,22.50,1.00,1.00,2.50,2.00
385435.87,-3.20,-3.50,22.00,22.40,1.00,1.00,2.50,2.00
385436.49,-3.20,-3.60,21.90,22.20,1.00,1.00,2.50,2.00
385437.12,-3.30,-3.80,22.00,22.20,1.00,1.50,2.50,2.50
385437.74,-3.30,-3.80,22.10,22.20,1.00,1.50,2.00,2.00
385438.37,-3.20,-3.70,22.30,22.40,1.00,1.00,2.00,2.00
385439.12,-3.20,-3.70,22.30,22.40,1.00,1.00,2.00,2.00
385439.74,-3.20,-3.80,22.20,22.40,1.00,1.50,2.00,2.00
385440.36,-3.30,-3.80,22.20,22.40,1.00,1.50,2.00,2.00
385440.99,-3.40,-3.80,22.10,22.30,1.50,1.50,2.00,2.00
385441.61,-3.60,-4.00,22.00,22.20,1.50,1.50,2.50,2.50
385442.36,-3.60,-4.10,21.90,22.10,1.50,1.50,2.50,2.50
385442.99,-3.50,-4.00,21.90,22.10,1.50,1.50,2.00,2.00
385443.61,-3.30,-3.80,21.90,22.00,1.00,1.50,2.50,2.50
385444.24,-3.10,-3.60,21.90,21.90,1.00,1.00,2.50,2.50
385444.86,-3.20,-3.80,21.80,21.70,1.00,1.50,2.50,2.50
385445.61,-3.40,-3.90,21.70,21.70,1.00,1.50,2.50,2.50
385446.23,-3.40,-3.90,21.70,21.70,1.00,1.50,2.50,2.50
385446.86,-3.40,-3.80,21.80,21.70,1.50,1.50,2.50,2.50
385447.48,-3.20,-3.70,21.70,21.60,1.00,1.00,2.50,2.50
385448.23,-3.00,-3.50,21.50,21.40,1.00,1.00,3.00,3.00
385448.86,-3.00,-3.50,21.30,21.30,1.00,1.00,3.00,3.00
385449.48,-3.00,-3.60,21.20,21.30,1.00,1.50,3.00,3.00
385450.11,-3.00,-3.50,21.00,21.30,1.00,1.00,3.50,3.00
385450.73,-3.00,-3.60,20.90,21.20,1.00,1.50,3.50,3.00
385451.48,-3.00,-3.50,20.80,21.10,0.50,1.00,4.00,3.50
385452.11,-2.90,-3.30,20.80,21.00,1.00,1.00,3.50,3.50
